Sequence Index,Frequency
19104,1
19105,1
19106,1
19107,1
19108,1
19109,1
19110,2
19111,1
19112,1
19113,1
19114,1
19115,1
19116,1
19117,1
19118,1
19119,1
19120,1
19121,2
19122,1
19123,1
19124,2
19125,1
19126,1
19127,1
19128,1
19129,1
19130,2
19131,1
19132,1
19133,1
19134,2
19135,1
19136,1
19137,1
19138,1
19139,1
19140,1
19141,1
19142,2
19143,2
19144,1
19145,2
19146,2
19147,2
19148,1
19149,1
19150,1
19151,1
19152,1
19153,2
19154,2
19155,1
19156,1
19157,1
19158,1
19159,1
19160,1
19161,1
19162,1
19163,1
19164,1
19165,1
19166,1
19167,2
19168,1
19169,1
19170,1
19171,1
19172,1
19173,1
19174,2
19175,2
19176,1
19177,1
19178,1
19179,2
19180,2
19181,1
19182,1
19183,1
19184,1
19185,2
19186,1
19187,1
19188,1
19189,1
19190,1
19191,1
19192,1
19193,1
19194,1
19195,1
19196,1
19197,1
19198,1
19199,1
19200,1
19201,1
19202,1
19203,1
19204,1
19205,1
19206,1
19207,1
19208,1
19209,1
19210,1
19211,2
19212,1
19213,1
19214,1
19215,1
19216,1
19217,1
19218,1
19219,1
19220,1
19221,1
19222,1
19223,1
19224,1
19225,1
19226,1
19227,1
19228,1
19229,1
19230,2
19231,1
19232,2
19233,1
19234,1
19235,1
19236,1
19237,1
19238,1
19239,1
19240,1
19241,1
19242,1
19243,1
19244,1
19245,1
19246,1
19247,1
19248,2
19249,1
19250,1
19251,1
19252,1
19253,1
19254,1
19255,1
19256,1
19257,2
19258,1
19259,1
19260,1
19261,1
19262,1
19263,1
19264,1
19265,1
19266,1
19267,1
19268,1
19269,1
19270,1
19271,1
19272,1
19273,1
19274,1
19275,1
19276,1
19277,1
19278,1
19279,1
19280,1
19281,1
19282,1
19283,1
19284,1
19285,1
19286,1
19287,1
19288,1
19289,1
19290,1
19291,1
19292,1
19293,1
19294,1
19295,1
19296,1
19297,1
19298,1
19299,1
19300,1
19301,1
19302,1
19303,1
19304,1
19305,1
19306,1
19307,1
19308,1
19309,1
19310,1
19311,1
19312,1
19313,1
19314,1
19315,1
19316,1
19317,1
19318,1
19319,1
19320,1
19321,1
19322,1
19323,1
19324,1
19325,1
19326,1
19327,1
19328,1
19329,1
19330,1
19331,1
19332,1
19333,1
19334,1
19335,1
19336,1
19337,1
19338,1
19339,1
19340,1
19341,1
19342,1
19343,1
19344,1
19345,1
19346,1
19347,1
19348,1
19349,1
19350,1
19351,1
19352,1
19353,1
19354,1
19355,1
19356,1
19357,1
19358,1
19359,1
19360,1
19361,1
19362,1
19363,1
19364,1
19365,1
19366,1
19367,1
19368,1
19369,1
19370,1
19371,1
19372,1
19373,1
19374,1
19375,1
19376,1
19377,1
19378,1
19379,1
19380,1
19381,1
19382,1
19383,1
19384,1
19385,1
19386,1
19387,1
19388,1
19389,1
19390,1
19391,1
19392,1
19393,1
19394,1
19395,1
19396,1
19397,2
19398,1
19399,1
19400,1
19401,1
19402,1
19403,2
19404,1
19405,2
19406,3
19407,1
19408,3
19409,1
19410,2
19411,2
19412,1
19413,1
19414,2
19415,1
19416,2
19417,1
19418,1
19419,1
19420,1
19421,1
19422,1
19423,2
19424,1
19425,1
19426,6
19427,1
19428,1
19429,2
19430,2
19431,1
19432,1
19433,1
19434,1
19435,1
19436,1
19437,1
19438,1
19439,1
19440,1
19441,1
19442,1
19443,1
19444,1
19445,1
19446,1
19447,1
19448,1
19449,1
19450,1
19451,1
19452,1
19453,1
19454,1
19455,1
19456,1
19457,1
19458,1
19459,1
19460,1
19461,1
19462,1
19463,1
19464,1
19465,1
19466,1
19467,1
19468,1
19469,1
19470,1
19471,1
19472,1
19473,1
19474,1
19475,1
19476,1
19477,1
19478,1
19479,1
19480,1
19481,1
19482,1
19483,1
19484,1
19485,1
19486,1
19487,1
19488,1
19489,1
19490,1
19491,1
19492,1
19493,1
19494,1
19495,1
19496,1
19497,1
19498,1
19499,1
19500,1
19501,1
19502,1
19503,1
19504,3
19505,1
19506,1
19507,1
19508,1
19509,1
19510,1
19511,1
19512,1
19513,1
19514,1
19515,1
19516,1
19517,1
19518,1
19519,1
19520,1
19521,1
19522,1
19523,1
19524,1
19525,1
19526,1
19527,1
19528,2
19529,1
19530,1
19531,1
19532,3
19533,1
19534,1
19535,2
19536,1
19537,1
19538,1
19539,1
19540,1
19541,1
19542,1
19543,1
19544,3
19545,1
19546,1
19547,2
19548,3
19549,2
19550,2
19551,1
19552,2
19553,2
19554,2
19555,2
19556,1
19557,2
19558,2
19559,2
19560,3
19561,2
19562,1
19563,1
19564,2
19565,1
19566,1
19567,1
19568,1
19569,1
19570,1
19571,1
19572,1
19573,1
19574,1
19575,1
19576,1
19577,1
19578,1
19579,1
19580,1
19581,2
19582,1
19583,1
19584,1
19585,1
19586,1
19587,1
19588,1
19589,1
19590,1
19591,1
19592,1
19593,1
19594,1
19595,1
19596,1
19597,1
19598,1
19599,1
19600,1
19601,1
19602,1
19603,1
19604,1
19605,1
19606,1
19607,1
19608,1
19609,1
19610,1
19611,1
19612,1
19613,1
19614,1
19615,1
19616,1
19617,1
19618,1
19619,1
19620,1
19621,1
19622,1
19623,1
19624,1
19625,1
19626,1
19627,1
19628,1
19629,1
19630,4
19631,1
19632,1
19633,3
19634,4
19635,3
19636,1
19637,1
19638,1
19639,1
19640,1
19641,1
19642,1
19643,1
19644,1
19645,1
19646,1
19647,1
19648,1
19649,1
19650,1
19651,1
19652,1
19653,1
19654,1
19655,1
19656,1
19657,1
19658,1
19659,1
19660,1
19661,1
19662,1
19663,1
19664,1
19665,1
19666,1
19667,1
19668,1
19669,1
19670,1
19671,1
19672,2
19673,1
19674,1
19675,1
19676,1
19677,1
19678,1
19679,1
19680,1
19681,1
19682,1
19683,1
19684,1
19685,1
19686,1
19687,1
19688,1
19689,1
19690,1
19691,1
19692,1
19693,1
19694,1
19695,1
19696,1
19697,1
19698,1
19699,1
19700,1
19701,1
19702,1
19703,1
19704,1
19705,1
19706,1
19707,1
19708,1
19709,1
19710,1
19711,2
19712,1
19713,1
19714,1
19715,1
19716,1
19717,1
19718,1
19719,1
19720,1
19721,1
19722,1
19723,1
19724,1
19725,1
19726,1
19727,1
19728,1
19729,1
19730,1
19731,1
19732,1
19733,1
19734,1
19735,1
19736,1
19737,1
19738,1
19739,1
19740,1
19741,2
19742,1
19743,1
19744,1
19745,2
19746,2
19747,2
19748,2
19749,1
19750,2
19751,1
19752,2
19753,2
19754,1
19755,1
19756,1
19757,1
19758,1
19759,1
19760,1
19761,1
19762,2
19763,1
19764,1
19765,2
19766,2
19767,2
19768,1
19769,2
19770,1
19771,1
19772,1
19773,1
19774,1
19775,1
19776,1
19777,1
19778,2
19779,1
19780,1
19781,1
19782,1
19783,1
19784,1
19785,1
19786,1
19787,1
19788,1
19789,1
19790,1
19791,1
19792,1
19793,1
19794,1
19795,2
19796,2
19797,1
19798,1
19799,1
19800,1
19801,1
19802,1
19803,1
19804,1
19805,1
19806,1
19807,1
19808,1
19809,1
19810,1
19811,1
19812,1
19813,1
19814,1
19815,2
19816,1
19817,1
19818,2
19819,1
19820,1
19821,1
19822,1
19823,1
19824,1
19825,1
19826,1
19827,1
19828,1
19829,1
19830,1
19831,1
19832,1
19833,1
19834,1
19835,1
19836,1
19837,1
19838,1
19839,1
19840,1
19841,1
19842,1
19843,1
19844,1
19845,1
19846,2
19847,1
19848,1
19849,1
19850,1
19851,1
19852,1
19853,1
19854,1
19855,1
19856,1
19857,1
19858,1
19859,1
19860,1
19861,1
19862,1
19863,1
19864,1
19865,1
19866,1
19867,1
19868,1
19869,1
19870,1
19871,1
19872,2
19873,1
19874,1
19875,1
19876,1
19877,1
19878,1
19879,1
19880,1
19881,1
19882,1
19883,1
19884,1
19885,1
19886,3
19887,2
19888,1
19889,1
19890,1
19891,1
19892,1
19893,1
19894,1
19895,1
19896,1
19897,1
19898,1
19899,2
19900,1
19901,1
19902,2
19903,1
19904,2
19905,2
19906,1
19907,1
19908,1
19909,1
19910,2
19911,1
19912,1
19913,1
19914,2
19915,2
19916,1
19917,1
19918,1
19919,1
19920,2
19921,1
19922,1
19923,2
19924,1
19925,1
19926,1
19927,2
19928,1
19929,1
19930,1
19931,1
19932,1
19933,1
19934,2
19935,2
19936,1
19937,2
19938,2
19939,1
19940,1
19941,1
19942,1
19943,1
19944,1
19945,1
19946,2
19947,1
19948,2
19949,2
19950,2
19951,2
19952,1
19953,1
19954,1
19955,1
19956,2
19957,1
19958,1
19959,1
19960,1
19961,1
19962,2
19963,1
19964,4
19965,2
19966,1
19967,4
19968,1
19969,1
19970,1
19971,1
19972,2
19973,1
19974,2
19975,1
19976,1
19977,1
19978,6
19979,2
19980,1
19981,1
19982,2
19983,1
19984,2
19985,2
19986,1
19987,1
19988,3
19989,1
19990,1
19991,2
19992,1
19993,3
19994,2
19995,1
19996,1
19997,1
19998,1
19999,1
20000,2
20001,1
20002,2
20003,1
20004,1
20005,1
20006,1
20007,1
20008,1
20009,1
20010,1
20011,1
20012,1
20013,1
20014,1
20015,1
20016,1
20017,1
20018,1
20019,1
20020,1
20021,1
20022,1
20023,1
20024,1
20025,2
20026,1
20027,1
20028,1
20029,1
20030,1
20031,2
20032,1
20033,1
20034,1
20035,2
20036,1
20037,4
20038,4
20039,4
20040,4
20041,1
20042,1
20043,2
20044,2
20045,2
20046,2
20047,1
20048,2
20049,2
20050,2
20051,1
20052,1
20053,1
20054,1
20055,1
20056,1
20057,1
20058,1
20059,1
20060,1
20061,1
20062,1
20063,1
20064,1
20065,1
20066,1
20067,1
20068,1
20069,1
20070,1
20071,1
20072,1
20073,1
20074,1
20075,1
20076,1
20077,1
20078,1
20079,1
20080,1
20081,1
20082,1
20083,1
20084,1
20085,1
20086,1
20087,1
20088,1
20089,1
20090,1
20091,1
20092,1
20093,1
20094,1
20095,1
20096,1
20097,1
20098,2
20099,1
20100,1
20101,1
20102,1
20103,1
20104,1
20105,1
20106,1
20107,1
20108,1
20109,2
20110,1
20111,1
20112,1
20113,2
20114,1
20115,1
20116,1
20117,1
20118,1
20119,1
20120,1
20121,2
20122,2
20123,1
20124,1
20125,1
20126,1
20127,1
20128,1
20129,1
20130,1
20131,3
20132,1
20133,1
20134,1
20135,1
20136,1
20137,1
20138,1
20139,1
20140,1
20141,1
20142,1
20143,1
20144,1
20145,1
20146,1
20147,1
20148,1
20149,1
20150,1
20151,1
20152,1
20153,1
20154,1
20155,1
20156,1
20157,1
20158,2
20159,1
20160,1
20161,1
20162,1
20163,1
20164,1
20165,1
20166,1
20167,1
20168,1
20169,1
20170,1
20171,1
20172,1
20173,1
20174,1
20175,1
20176,1
20177,1
20178,1
20179,1
20180,1
20181,1
20182,1
20183,1
20184,1
20185,1
20186,1
20187,1
20188,1
20189,1
20190,1
20191,1
20192,1
20193,1
20194,2
20195,1
20196,1
20197,1
20198,1
20199,1
20200,2
20201,1
20202,1
20203,1
20204,1
20205,1
20206,1
20207,1
20208,1
20209,1
20210,1
20211,1
20212,1
20213,1
20214,1
20215,1
20216,1
20217,1
20218,1
20219,2
20220,1
20221,1
20222,1
20223,1
20224,1
20225,3
20226,2
20227,2
20228,3
20229,3
20230,2
20231,2
20232,2
20233,2
20234,1
20235,2
20236,2
20237,3
20238,2
20239,1
20240,4
20241,2
20242,1
20243,3
20244,3
20245,1
20246,2
20247,1
20248,1
20249,1
20250,1
20251,1
20252,1
20253,1
20254,1
20255,1
20256,1
20257,2
20258,3
20259,2
20260,1
20261,1
20262,2
20263,1
20264,1
20265,1
20266,1
20267,1
20268,3
20269,1
20270,1
20271,1
20272,1
20273,1
20274,1
20275,1
20276,1
20277,1
20278,1
20279,1
20280,1
20281,1
20282,1
20283,1
20284,1
20285,2
20286,1
20287,2
20288,1
20289,1
20290,4
20291,2
20292,4
20293,5
20294,2
20295,1
20296,1
20297,6
20298,3
20299,5
20300,2
20301,1
20302,5
20303,1
20304,1
20305,3
20306,2
20307,2
20308,1
20309,1
20310,1
20311,1
20312,1
20313,1
20314,1
20315,1
20316,1
20317,1
20318,1
20319,1
20320,1
20321,1
20322,1
20323,1
20324,1
20325,1
20326,1
20327,1
20328,1
20329,1
20330,1
20331,2
20332,1
20333,1
20334,1
20335,1
20336,1
20337,1
20338,1
20339,1
20340,1
20341,1
20342,2
20343,1
20344,1
20345,1
20346,1
20347,1
20348,3
20349,1
20350,3
20351,1
20352,1
20353,1
20354,1
20355,1
20356,1
20357,1
20358,3
20359,1
20360,2
20361,2
20362,1
20363,1
20364,1
20365,1
20366,1
20367,1
20368,1
20369,1
20370,1
20371,1
20372,1
20373,1
20374,1
20375,1
20376,1
20377,1
20378,1
20379,1
20380,1
20381,1
20382,1
20383,1
20384,1
20385,1
20386,1
20387,1
20388,1
20389,1
20390,1
20391,1
20392,1
20393,1
20394,1
20395,1
20396,1
20397,1
20398,1
20399,1
20400,1
20401,1
20402,1
20403,1
20404,1
20405,1
20406,1
20407,1
20408,1
20409,1
20410,1
20411,1
20412,1
20413,1
20414,1
20415,1
20416,1
20417,1
20418,1
20419,1
20420,1
20421,1
20422,1
20423,1
20424,1
20425,1
20426,1
20427,1
20428,1
20429,1
20430,1
20431,1
20432,1
20433,1
20434,1
20435,1
20436,1
20437,1
20438,1
20439,1
20440,1
20441,1
20442,1
20443,1
20444,1
20445,1
20446,1
20447,2
20448,1
20449,1
20450,2
20451,3
20452,1
20453,1
20454,1
20455,1
20456,1
20457,1
20458,1
20459,1
20460,3
20461,2
20462,1
20463,1
20464,1
20465,2
20466,3
20467,2
20468,1
20469,1
20470,3
20471,1
20472,3
20473,1
20474,1
20475,2
20476,2
20477,1
20478,2
20479,1
20480,2
20481,3
20482,1
20483,1
20484,1
20485,1
20486,1
20487,1
20488,1
20489,1
20490,1
20491,1
20492,1
20493,1
20494,1
20495,1
20496,1
20497,1
20498,1
20499,1
20500,1
20501,1
20502,1
20503,1
20504,1
20505,1
20506,1
20507,1
20508,1
20509,1
20510,1
20511,1
20512,1
20513,1
20514,1
20515,1
20516,1
20517,1
20518,1
20519,1
20520,1
20521,1
20522,1
20523,1
20524,1
20525,1
20526,1
20527,1
20528,1
20529,1
20530,1
20531,1
20532,1
20533,1
20534,1
20535,1
20536,1
20537,1
20538,1
20539,1
20540,1
20541,1
20542,1
20543,1
20544,1
20545,1
20546,1
20547,1
20548,1
20549,1
20550,1
20551,1
20552,1
20553,1
20554,1
20555,1
20556,1
20557,1
20558,1
20559,1
20560,1
20561,1
20562,1
20563,1
20564,1
20565,1
20566,1
20567,1
20568,1
20569,1
20570,1
20571,1
20572,1
20573,1
20574,1
20575,1
20576,1
20577,1
20578,1
20579,1
20580,1
20581,1
20582,1
20583,1
20584,1
20585,3
20586,1
20587,1
20588,1
20589,1
20590,1
20591,1
20592,1
20593,1
20594,1
20595,1
20596,1
20597,1
20598,1
20599,2
20600,1
20601,1
20602,1
20603,1
20604,1
20605,2
20606,1
20607,1
20608,2
20609,1
20610,1
20611,1
20612,1
20613,1
20614,3
20615,1
20616,1
20617,1
20618,5
20619,2
20620,1
20621,2
20622,1
20623,3
20624,2
20625,1
20626,6
20627,1
20628,1
20629,3
20630,1
20631,1
20632,1
20633,1
20634,1
20635,1
20636,1
20637,1
20638,1
20639,1
20640,1
20641,1
20642,1
20643,1
20644,1
20645,1
20646,1
20647,1
20648,1
20649,1
20650,1
20651,1
20652,1
20653,1
20654,1
20655,1
20656,1
20657,1
20658,1
20659,1
20660,1
20661,1
20662,1
20663,1
20664,1
20665,1
20666,1
20667,1
20668,1
20669,1
20670,1
20671,1
20672,1
20673,1
20674,1
20675,1
20676,1
20677,1
20678,1
20679,1
20680,1
20681,1
20682,1
20683,1
20684,1
20685,1
20686,1
20687,1
20688,1
20689,1
20690,1
20691,1
20692,1
20693,1
20694,1
20695,1
20696,1
20697,1
20698,1
20699,1
20700,1
20701,1
20702,1
20703,1
20704,1
20705,1
20706,1
20707,1
20708,1
20709,1
20710,1
20711,1
20712,1
20713,1
20714,1
20715,1
20716,1
20717,1
20718,1
20719,1
20720,1
20721,1
20722,1
20723,1
20724,1
20725,1
20726,1
20727,1
20728,1
20729,1
20730,1
20731,1
20732,1
20733,1
20734,1
20735,1
20736,1
20737,1
20738,1
20739,1
20740,1
20741,1
20742,1
20743,1
20744,1
20745,1
20746,1
20747,1
20748,1
20749,1
20750,1
20751,1
20752,2
20753,1
20754,1
20755,1
20756,1
20757,2
20758,5
20759,1
20760,1
20761,1
20762,3
20763,2
20764,3
20765,2
20766,2
20767,1
20768,1
20769,1
20770,1
20771,1
20772,1
20773,1
20774,1
20775,4
20776,2
20777,1
20778,1
20779,1
20780,2
20781,1
20782,1
20783,1
20784,3
20785,1
20786,1
20787,1
20788,1
20789,1
20790,1
20791,1
20792,1
20793,2
20794,1
20795,1
20796,2
20797,3
20798,2
20799,1
20800,1
20801,2
20802,2
20803,2
20804,2
20805,1
20806,2
20807,2
20808,1
20809,2
20810,2
20811,2
20812,2
20813,1
20814,2
20815,1
20816,1
20817,1
20818,2
20819,1
20820,1
20821,1
20822,1
20823,1
20824,2
20825,1
20826,2
20827,3
20828,1
20829,1
20830,2
20831,3
20832,2
20833,2
20834,2
20835,1
20836,1
20837,1
20838,1
20839,1
20840,1
20841,1
20842,1
20843,1
20844,1
20845,1
20846,1
20847,1
20848,1
20849,1
20850,1
20851,1
20852,1
20853,1
20854,1
20855,1
20856,1
20857,1
20858,1
20859,1
20860,1
20861,1
20862,1
20863,2
20864,1
20865,1
20866,1
20867,1
20868,1
20869,1
20870,2
20871,1
20872,1
20873,1
20874,1
20875,1
20876,1
20877,1
20878,1
20879,1
20880,1
20881,1
20882,1
20883,1
20884,1
20885,2
20886,1
20887,1
20888,1
20889,1
20890,1
20891,1
20892,1
20893,1
20894,1
20895,1
20896,1
20897,1
20898,1
20899,1
20900,1
20901,1
20902,1
20903,1
20904,1
20905,1
20906,1
20907,1
20908,1
20909,1
20910,1
20911,1
20912,1
20913,1
20914,1
20915,1
20916,1
20917,1
20918,1
20919,1
20920,1
20921,1
20922,1
20923,1
20924,1
20925,1
20926,1
20927,1
20928,1
20929,1
20930,1
20931,1
20932,1
20933,1
20934,1
20935,1
20936,1
20937,1
20938,1
20939,1
20940,1
20941,1
20942,1
20943,2
20944,2
20945,1
20946,1
20947,1
20948,1
20949,1
20950,1
20951,1
20952,1
20953,2
20954,1
20955,1
20956,1
20957,1
20958,1
20959,1
20960,1
20961,1
20962,1
20963,1
20964,1
20965,1
20966,1
20967,1
20968,1
20969,1
20970,1
20971,2
20972,1
20973,1
20974,1
20975,1
20976,1
20977,1
20978,1
20979,1
20980,3
20981,1
20982,1
20983,1
20984,1
20985,1
20986,3
20987,3
20988,1
20989,1
20990,1
20991,4
20992,1
20993,1
20994,1
20995,3
20996,1
20997,4
20998,4
20999,3
21000,4
21001,1
21002,1
21003,4
21004,4
21005,2
21006,4
21007,4
21008,1
21009,4
21010,2
21011,4
21012,4
21013,4
21014,4
21015,2
21016,3
21017,3
21018,3
21019,2
21020,4
21021,4
21022,4
21023,3
21024,2
21025,4
21026,1
21027,4
21028,4
21029,4
21030,3
21031,1
21032,1
21033,2
21034,4
21035,4
21036,4
21037,4
21038,4
21039,3
21040,2
21041,2
21042,2
21043,2
21044,2
21045,4
21046,3
21047,4
21048,2
21049,3
21050,2
21051,4
21052,2
21053,3
21054,3
21055,4
21056,4
21057,4
21058,2
21059,4
21060,4
21061,1
21062,4
21063,3
21064,2
21065,4
21066,3
21067,3
21068,4
21069,1
21070,1
21071,4
21072,1
21073,5
21074,1
21075,2
21076,1
21077,1
21078,1
21079,1
21080,2
21081,2
21082,2
21083,2
21084,1
21085,1
21086,1
21087,1
21088,1
21089,1
21090,1
21091,1
21092,1
21093,1
21094,1
21095,1
21096,1
21097,1
21098,1
21099,1
21100,2
21101,1
21102,1
21103,1
21104,2
21105,2
21106,1
21107,2
21108,1
21109,2
21110,3
21111,1
21112,3
21113,1
21114,1
21115,2
21116,1
21117,1
21118,1
21119,1
21120,1
21121,1
21122,1
21123,1
21124,1
21125,1
21126,1
21127,1
21128,1
21129,1
21130,1
21131,1
21132,2
21133,1
21134,1
21135,1
21136,1
21137,1
21138,1
21139,1
21140,1
21141,1
21142,1
21143,1
21144,1
21145,1
21146,1
21147,1
21148,1
21149,1
21150,1
21151,1
21152,1
21153,1
21154,1
21155,1
21156,1
21157,1
21158,1
21159,1
21160,1
21161,1
21162,1
21163,2
21164,1
21165,1
21166,1
21167,2
21168,1
21169,1
21170,1
21171,1
21172,2
21173,2
21174,3
21175,2
21176,1
21177,1
21178,3
21179,4
21180,3
21181,1
21182,1
21183,1
21184,1
21185,1
21186,2
21187,2
21188,1
21189,1
21190,1
21191,1
21192,1
21193,2
21194,1
21195,1
21196,1
21197,1
21198,2
21199,1
21200,2
21201,1
21202,1
21203,1
21204,1
21205,1
21206,1
21207,1
21208,1
21209,1
21210,2
21211,1
21212,1
21213,1
21214,1
21215,1
21216,2
21217,2
21218,2
21219,1
21220,1
21221,2
21222,1
21223,1
21224,1
21225,1
21226,1
21227,1
21228,2
21229,2
21230,1
21231,3
21232,2
21233,2
21234,1
21235,1
21236,1
21237,3
21238,1
21239,2
21240,3
21241,2
21242,1
21243,1
21244,1
21245,4
21246,1
21247,3
21248,1
21249,2
21250,1
21251,1
21252,5
21253,1
21254,1
21255,1
21256,1
21257,2
21258,1
21259,2
21260,2
21261,1
21262,2
21263,2
21264,2
21265,1
21266,2
21267,1
21268,1
21269,1
21270,2
21271,2
21272,2
21273,1
21274,2
21275,1
21276,1
21277,2
21278,1
21279,1
21280,1
21281,1
21282,1
21283,2
21284,1
21285,1
21286,2
21287,1
21288,2
21289,1
21290,2
21291,1
21292,2
21293,2
21294,2
21295,2
21296,2
21297,1
21298,2
21299,1
21300,2
21301,1
21302,2
21303,1
21304,2
21305,1
21306,1
21307,2
21308,1
21309,2
21310,2
21311,2
21312,1
21313,1
21314,2
21315,1
21316,1
21317,1
21318,1
21319,1
21320,2
21321,2
21322,2
21323,2
21324,1
21325,1
21326,1
21327,1
21328,2
21329,2
21330,1
21331,1
21332,1
21333,1
21334,1
21335,1
21336,1
21337,1
21338,1
21339,1
21340,2
21341,1
21342,2
21343,1
21344,1
21345,2
21346,1
21347,1
21348,1
21349,1
21350,3
21351,1
21352,1
21353,4
21354,1
21355,1
21356,1
21357,2
21358,1
21359,1
21360,1
21361,1
21362,1
21363,2
21364,1
21365,1
21366,1
21367,1
21368,1
21369,1
21370,1
21371,1
21372,1
21373,1
21374,1
21375,1
21376,1
21377,1
21378,1
21379,1
21380,1
21381,1
21382,1
21383,1
21384,1
21385,1
21386,1
21387,1
21388,1
21389,1
21390,1
21391,1
21392,1
21393,1
21394,1
21395,1
21396,1
21397,1
21398,1
21399,1
21400,1
21401,1
21402,1
21403,1
21404,1
21405,1
21406,1
21407,1
21408,1
21409,1
21410,1
21411,1
21412,1
21413,1
21414,1
21415,1
21416,1
21417,1
21418,1
21419,1
21420,1
21421,1
21422,1
21423,1
21424,1
21425,1
21426,1
21427,1
21428,1
21429,1
21430,1
21431,1
21432,1
21433,1
21434,1
21435,1
21436,2
21437,2
21438,2
21439,2
21440,2
21441,4
21442,1
21443,2
21444,4
21445,3
21446,3
21447,2
21448,3
21449,2
21450,3
21451,3
21452,3
21453,3
21454,4
21455,2
21456,2
21457,3
21458,2
21459,2
21460,1
21461,1
21462,3
21463,3
21464,1
21465,1
21466,3
21467,1
21468,3
21469,3
21470,1
21471,1
21472,1
21473,1
21474,1
21475,1
21476,1
21477,1
21478,1
21479,1
21480,1
21481,1
21482,1
21483,1
21484,1
21485,1
21486,1
21487,1
21488,1
21489,1
21490,1
21491,1
21492,1
21493,2
21494,2
21495,2
21496,2
21497,3
21498,2
21499,2
21500,2
21501,2
21502,2
21503,2
21504,1
21505,2
21506,1
21507,2
21508,1
21509,3
21510,2
21511,2
21512,2
21513,2
21514,2
21515,2
21516,2
21517,1
21518,2
21519,1
21520,2
21521,2
21522,2
21523,3
21524,2
21525,1
21526,1
21527,3
21528,1
21529,1
21530,1
21531,1
21532,2
21533,1
21534,3
21535,2
21536,2
21537,2
21538,2
21539,4
21540,2
21541,2
21542,2
21543,3
21544,3
21545,4
21546,2
21547,2
21548,2
21549,2
21550,2
21551,2
21552,3
21553,4
21554,3
21555,4
21556,3
21557,5
21558,3
21559,2
21560,3
21561,2
21562,1
21563,1
21564,1
21565,1
21566,1
21567,1
21568,1
21569,1
21570,1
21571,1
21572,1
21573,1
21574,1
21575,1
21576,1
21577,1
21578,1
21579,1
21580,1
21581,1
21582,1
21583,1
21584,1
21585,1
21586,5
21587,1
21588,2
21589,2
21590,2
21591,2
21592,1
21593,1
21594,1
21595,1
21596,1
21597,1
21598,1
21599,1
21600,1
21601,1
21602,1
21603,1
21604,1
21605,1
21606,1
21607,1
21608,1
21609,1
21610,1
21611,1
21612,1
21613,1
21614,1
21615,2
21616,2
21617,6
21618,1
21619,1
21620,3
21621,1
21622,1
21623,1
21624,1
21625,2
21626,1
21627,1
21628,2
21629,1
21630,1
21631,1
21632,1
21633,2
21634,1
21635,1
21636,1
21637,1
21638,3
21639,2
21640,2
21641,1
21642,2
21643,1
21644,1
21645,1
21646,1
21647,1
21648,1
21649,1
21650,2
21651,1
21652,1
21653,2
21654,1
21655,2
21656,2
21657,1
21658,1
21659,1
21660,1
21661,1
21662,1
21663,1
21664,1
21665,1
21666,1
21667,1
21668,1
21669,1
21670,1
21671,1
21672,1
21673,1
21674,1
21675,1
21676,1
21677,1
21678,1
21679,1
21680,1
21681,1
21682,1
21683,1
21684,1
21685,1
21686,1
21687,1
21688,1
21689,2
21690,1
21691,1
21692,1
21693,1
21694,1
21695,1
21696,1
21697,1
21698,1
21699,1
21700,1
21701,2
21702,1
21703,4
21704,2
21705,3
21706,1
21707,1
21708,1
21709,1
21710,1
21711,1
21712,1
21713,1
21714,1
21715,2
21716,4
21717,2
21718,2
21719,3
21720,2
21721,3
21722,3
21723,3
21724,1
21725,1
21726,1
21727,1
21728,1
21729,1
21730,2
21731,2
21732,2
21733,2
21734,2
21735,4
21736,3
21737,2
21738,2
21739,2
21740,2
21741,2
21742,2
21743,2
21744,2
21745,2
21746,2
21747,2
21748,4
21749,2
21750,2
21751,2
21752,2
21753,4
21754,2
21755,2
21756,2
21757,2
21758,2
21759,2
21760,2
21761,2
21762,2
21763,2
21764,2
21765,2
21766,2
21767,2
21768,2
21769,2
21770,2
21771,2
21772,2
21773,2
21774,2
21775,2
21776,2
21777,2
21778,2
21779,2
21780,2
21781,2
21782,2
21783,2
21784,2
21785,2
21786,2
21787,2
21788,2
21789,3
21790,2
21791,2
21792,2
21793,2
21794,2
21795,2
21796,2
21797,2
21798,2
21799,2
21800,2
21801,2
21802,2
21803,2
21804,2
21805,2
21806,2
21807,2
21808,2
21809,2
21810,2
21811,1
21812,1
21813,1
21814,3
21815,3
21816,1
21817,2
21818,3
21819,2
21820,2
21821,2
21822,3
21823,2
21824,2
21825,1
21826,1
21827,4
21828,1
21829,1
21830,1
21831,1
21832,3
21833,1
21834,2
21835,1
21836,1
21837,1
21838,1
21839,1
21840,1
21841,1
21842,1
21843,2
21844,1
21845,2
21846,1
21847,1
21848,2
21849,3
21850,3
21851,2
21852,1
21853,1
21854,1
21855,1
21856,2
21857,2
21858,1
21859,1
21860,1
21861,2
21862,1
21863,1
21864,1
21865,3
21866,1
21867,1
21868,1
21869,4
21870,1
21871,1
21872,1
21873,1
21874,3
21875,1
21876,1
21877,1
21878,1
21879,1
21880,1
21881,1
21882,1
21883,1
21884,2
21885,1
21886,1
21887,2
21888,2
21889,1
21890,2
21891,1
21892,1
21893,1
21894,1
21895,1
21896,1
21897,1
21898,1
21899,1
21900,1
